modality,query,answer,pdf,page
chart,What factors contribute to ApolloMed's ability to achieve better per member per month payments compared to industry standards?,"ApolloMed's scale, extensive experience in value-based care, better risk adjustment, a large network of physicians, efficient care navigation, population health management, and a tech-enabled MSO utilizing proprietary workflow automation tools to reduce administrative costs.",1177367,6
chart,"After community clinics, what is the preferred destination of pregnant mothers for PNC?",Home,1178516,22
chart,A scientific agreement is more promising with or without a pre-message estimate?,With a pre-message estimate of scientific agreement.,1179117,11
chart,What is the approximate actual level of scientific agreement?,97%,1179117,11
chart,are emergency services like firefighting a priority for citizens in redmond,Ensuring adequate response times for fire and emergency medical services,1180635,37
chart,Do the citizens of Redmond place great importance on maintaining city buildings as a city service? ,"No, maintaining city buildings are amongst the lowest tier of importance for the citizens of Redmond. ",1180635,37
chart,In which year there is maximum growth of Roche Annual Op. Income?,2019,1192656,13
chart,How much was GSK's Annual Op. Income growth % difference when comparing year 2019 an 2020?,7%,1192656,13
chart,What percentage of total fatalities and serious injuries are due to speeding? ,7.40%,1194442,10
chart,Where do car crash fatalities and serious injuries happen the most?,On intersections,1194442,10
chart,How much did the U.S. import from India in 2016 in agricultural goods?,$2.1 billion,1194605,7
chart,What year had the lowest U.S. Agricultural imports with India between 2006-2016?,2006,1194605,7
chart,What is the levelised cost of energy in black coal for Lazard 2019?,~$100 to $220/MWh,1204831,18
chart,What energy source has the highest levelised cost of energy?,Biomass,1204831,18
chart,Do trucks or cars create more carbon?,Trucks create more carbon than cars,1247804,14
chart,What is the reconfiguration cycle in the progress to low carbon transition?,Reconfiguration cycle refers to: carry through transformation of system to achieve net system to achieve net zero and other societal objectives. ,1247804,14
chart,How do most people feel when playing video games in general?,Entertained,1255446,5
chart,"Between Flappy Bird and Breakout, which game is more boring?",Flappy Bird,1255446,5
chart,What is the expected NPL ratio at the end of 2020?,NPL ratio expected to speedily return to manageable value: 7.9% at year end 2020.,1262031,20
chart,What was the NLP ratio in August of 2017?,NLP ratio as at August 2017 stands at around 15.4% ,1262031,20
chart,Do gas furnaces use hydrogen?,Yes,1267098,68
chart,What was the net exposure of Texas Treasury Safekeeping Trust Company for absolute return strategy in June 2010?,45%,1276343,16
chart,"In Texas Treasury Safekeeping Trust Company, what was the short exposure rate for LSE in June 2010?",-54%,1276343,16
chart,"Who gave the highest return in comparison of 5 year cumulative total among Sinclair Broadcast Group, The NASDAQ Composite Index, and The NASDAQ Telecommunications Index??",The NASDAQ Composite Index,1281699,38
chart,"Are obesity rates higher in Lazio, Italy or Tuscany, Italy? ","Tuscany, Italy",1301765,5
chart,Name the US regions which maintained material expenditures per capita at par with the State Average in FY 2019?,"Cobb County, Thomas County, Flint River Regional, Bartow County",1303168,40
chart,Which county had the maximum material expenditures per capita in 2019?,Chattahoochee Valley,1303168,40
chart,What are some forms of traditional media?,"Newspaper, Radio, Television",1306483,210
chart,What was the largest number of Fundy Cows calves in northern habitat use pattern?,~25,1310912,62
chart,"In which year, Business profits tax of New Hampshire reach to its peak?",2018,1312679,12
chart,"In which year, there is a biggest downfall in the Business Enterprise tax of New hampshire?",2009,1312679,12
chart,"In 2021, what is the decline rate in employment of the white population in United States?",-4% to -6%,1312679,36
chart,"Within the Hispanic community, which gender experienced the most change in employment from February 2020 to February 2021?",Women,1312679,36
chart,"In New Hampshire, for the year 2020, what kind of tax brought the most revenue?",Property taxes,1312679,59
chart,What was the tax revenue for business profits in New Hampshire for the year 2020? ,~$500 million,1312679,59
chart,"Between 2019 and 2021, how much of an increase do we see in EV production?",We see a 4 fold increase in EV production from 2019 to 2021,1316286,1
chart,What are five opportunities that could produce up to 3.5% annual growth over the next decade?,"The 5 opportunities are: accelerating the digitalization of lagging sectors and firms,  broadening participation in global trade in investment, developing rapid training pathways for the workforce, investing in urban housing and transportation, and facilitating innovation and productivity growth in resource sector. ",1319738,21
chart,What proves to be an effective marketing platform for Cockburn city's football games?,"The city's facebook page, events guide and city's website seem to be the most impactful for marketing in 2018 and 2019",1321440,176
chart,Least popular source of advertising for fremantle football club 2019?,Twitter 0.9%,1321440,176
chart,Who were the organizers of the City of Cockburn Christmas Event in 2019?,"City of Cockburn, Cockburn ARC, Fremantle Football Club (Dockers)",1321440,179
chart,Did majority of people think that the Dockers organized the Cockburn Christmas Collective? ,No,1321440,179
chart,What percentage of all students enrolled in the Camarillo Academy of Progressive Education met the standards for English literacy? ,About 87%,1325730,95
chart,Which province in Thailand had the least impact on walking and driving during the COVID-19 pandemic in mid-June of 2021?,Phuket,1333360,11
chart,"In mid-June of 2021, how many new deaths were accounted for due to covid-19 in Bangkok? ",19,1333360,2
chart,"During mid-June of 2021, how many new cases of covid did the province of Kalasin reported?",9,1333360,2
chart,What was the reason that caused an outburst of COVID-19 cases at a rapid level within Thailand in June 2018?,Contact with patient,1333360,4
chart,What province of Thailand experienced the most Covid cases in the workplace during mid-June of 2021?,Samut Prakan,1333360,4
chart,What percentage of individuals that heavily use alcohol also use Marijuana?,45%,1334401,35
chart,What percentage of individuals that heavily use opioids also heavily use alcohol?,9.20%,1334401,35
chart,What are singapore's top three imported commodities?,"Machinery and Electrical, Mineral Products, Miscellaneous",1338399,29
chart,Has there been a slowdown in global warming?,"Contrary to much recent discussion, the latest corrected analysis shows that the rate of global warming has continued, and there has been no slow down.",1349205,38
chart,Since what year has global temperatures been in a steady increase? ,1950,1349205,38
chart,What was the RES abatement in 2014?,RES abatement: 125 MtCO2e in 2014,1364267,1
chart,What was the LIB Cell Manufacturing Costs in USD per kWh in Korea in 2014?,$363 ,1373468,21
chart,What sectors contribute most to greenhouse gas emissions in the US?,"Transportation and Electricity contribute the most, with 28% each",1378521,127
chart,"In 2010, what was the greenhouse gas emissions from land use value in Kazakhstan? ",0,1381956,5
chart,What was the conditional number in 2020 of greenhouse gas emissions excluded from land use in Chile? ,125,1381956,6
chart,What is expected of greenhouse gas emission rate from land use with current policies in Chilie?,emission rates expected to rise,1381956,6
chart,What was the average commercial landing value of dungeness crab between 2012 and 2016?,"$7,434,741 ",1387893,84
chart,What was the average firearm suicide rate of Seattle residents from 2012-2016?,"3.5 deaths per 100,000",1391979,26
chart,What was the average firearm suicide rate of King County residents from 2012-2016?,4.9,1391979,26
chart,Do most countries still see globalisation as a force for good in the world?,Yes,1399720,5
chart,Would it be a fair assessment that Danish people generally see globalisation positively?,Yes,1399720,5
chart,How do energy storage options impact total monthly bills?,"Consistently, ES decreases the total bill monthly and on average, total bills are $1712.70 lower",1404777,11
chart,What is the lowest billing month without energy storage?,Feb,1404777,11
chart,"In CA, what percentage of individuals with a disability chose their case manager?",14%,1416287,39
chart,What's the cheapest place on earth to mine nickel?,$1.3B Murrin Murrin,1416620,9
chart,Is Koniambo the most expensive place to mine nickel?,Yes,1416620,9
chart,What is the highest percentage of Metallurgical Corporation of China when it comes to pre-loan repayment? ,85%,1416620,3
chart,Does JV interest increase from the pre-loan repayment phase to the post-loan repayment phase?,JV interest increase to 11.3% at no additional cost,1416620,3
chart,In what year did the number of airline passengers for both domestic and international travel decline significantly?,2020,1462934,1
