x_title,y_title,other,xlabel,ylabel,chart_title,legend_label,legend_title,mark_label,value_label,info_deplot,caption,input,chart,h,w,left,upper,right,lower,label,conf,pdf,page
,,"Civil/SmalClaims - Total Caseload (criminal plus civil) - 5.472 - 2,439 - 57% Total Caseload Increase from FY13 to FY20 - Criminal/Traffic - 4.535 - 2,743 - Data SourceUJS Annual Reports & Odyssey Case Mgt System - FY16 - 2,733 - 2.361 - Court Caseload,LincolnCounty.FY2013-FY2020 - 3,153 - FY18 - 5.113 - FY17 - 2.075",,"8,000 - 5,000 - 3,000 - 7,000 - 10,000 - 9,000 - 4,000 - 6,000 - 2,000 - 1,000",Data SourceUJS Annual Reports & Odyssey Case Mgt System,Total Cases - Ctiminal/Traffic - Civ/Small Claims,,Criminal/Traffic - Civil/SmalClaims,"8,217 - 8,676 - 7.846 - 6.428 - 6,049 - 8,215 - 5,514 - 3,274 - FY20 - 5,025 - 3,544 - 4,353 - 2.505 - 5.402 - 6,974 - 3,192 - FY14 - FY15 - 5.113 - FY19 - 2.075 - FY13 - 3,153 - 12 - FY17 - 2.361 - 2,733 - 4.535 - FY18 - 5.472 - 2,743 - FY16 - 2,439","TITLE | Court Caseload, Lincoln County, FY2013 - FY2020 Recruitment Data Source: U.S Annual Reports & Odyssey Case Mgt System | Criminal Claim | Total Caseload Recruitment Status | Jury Ver. - FY13 | 2.13 | 3.02 | 5.84 | 6.02 FY14 | 2.59 | 3.64 | 4.33 | 6.03 FY15 | 2.0",,"Data SourceUJS Annual Reports & Odyssey Case Mgt System  TITLE | Court Caseload, Lincoln County, FY2013 - FY2020 Recruitment Data Source: U.S Annual Reports & Odyssey Case Mgt System | Criminal Claim | Total Caseload Recruitment Status | Jury Ver. - FY13 | 2.13 | 3.02 | 5.84 | 6.02 FY14 | 2.59 | 3.64 | 4.33 | 6.03 FY15 | 2.0    8,000 - 5,000 - 3,000 - 7,000 - 10,000 - 9,000 - 4,000 - 6,000 - 2,000 - 1,000 Total Cases - Ctiminal/Traffic - Civ/Small Claims  Criminal/Traffic - Civil/SmalClaims 8,217 - 8,676 - 7.846 - 6.428 - 6,049 - 8,215 - 5,514 - 3,274 - FY20 - 5,025 - 3,544 - 4,353 - 2.505 - 5.402 - 6,974 - 3,192 - FY14 - FY15 - 5.113 - FY19 - 2.075 - FY13 - 3,153 - 12 - FY17 - 2.361 - 2,733 - 4.535 - FY18 - 5.472 - 2,743 - FY16 - 2,439 Civil/SmalClaims - Total Caseload (criminal plus civil) - 5.472 - 2,439 - 57% Total Caseload Increase from FY13 to FY20 - Criminal/Traffic - 4.535 - 2,743 - Data SourceUJS Annual Reports & Odyssey Case Mgt System - FY16 - 2,733 - 2.361 - Court Caseload,LincolnCounty.FY2013-FY2020 - 3,153 - FY18 - 5.113 - FY17 - 2.075",1620834_5_0,1536,1187,0.1861466,0.5132274,0.8116852,0.8788276,chart,0.9027766,1620834,5
,cases) Flings,"Lincoln County,felonies up 226% FY09 to FY20 - FY09 - 233 - 144 - FY10 - FY19 - 470 - 152 - FY14 - FY20 - 363 - 148 - FY13 - 279 - FY11 - FY18 - FY17",FY17 - FY13 - FY18 - FY14 - FY10,450 - 500 - 400 - 150 - 350 - 300 - 200 - 250 - 100 - 50,"Felony Case Filings, Lincoln County,Second Judicial Circuit,State of South Dakota",-Felonies,,,230 - 250 - 442 - FY15 - 146 - 115 - 279 - FY12 - 363 - FY16 - 148 - 470 - 152 - FY11 - FY19 - 233 - FY20 - 144 - FY17 - FY13 - FY18 - FY10 - FY14 - FY09,TITLE | Receiving (interested) | Release Date FY20 | 131.8% FY19 | 44.2% FY18 | 100.9% FY17 | 128.4% FY16 | 226.1% FY15 | 103.7% FY14 | 222.9% FY13 | 199.1% FY12 | 198,,"Felony Case Filings, Lincoln County,Second Judicial Circuit,State of South Dakota  TITLE | Receiving (interested) | Release Date FY20 | 131.8% FY19 | 44.2% FY18 | 100.9% FY17 | 128.4% FY16 | 226.1% FY15 | 103.7% FY14 | 222.9% FY13 | 199.1% FY12 | 198  FY17 - FY13 - FY18 - FY14 - FY10 cases) Flings 450 - 500 - 400 - 150 - 350 - 300 - 200 - 250 - 100 - 50 -Felonies   230 - 250 - 442 - FY15 - 146 - 115 - 279 - FY12 - 363 - FY16 - 148 - 470 - 152 - FY11 - FY19 - 233 - FY20 - 144 - FY17 - FY13 - FY18 - FY10 - FY14 - FY09 Lincoln County,felonies up 226% FY09 to FY20 - FY09 - 233 - 144 - FY10 - FY19 - 470 - 152 - FY14 - FY20 - 363 - 148 - FY13 - 279 - FY11 - FY18 - FY17",1620834_6_0,1536,1187,0.21270968,0.094477534,0.81299555,0.43064642,chart,0.8271312,1620834,6
,,"1st Circuit,1,480 cases, - Distribution of Mental llness (MIL) Case Filings Statewide, FY20 by Judicial Circuit, State of South Dakota - NOTEIn FY20578of these cases were Lincoln County, 5th.6th,and 7th Circuits more cases than the 3rd,4th, - 2nd Circuit,2,076 cases - 7th Circuit,179 cases,5% - 6th Circuit,109 cases,2% - by Judicial Circuit, State of South Dakota - 34% - 4th Circuit163 cases,4% - 3rd Circuit,279 cases, 6% - Total MIL Cases - Statewide,FY20:4,400 - 5th Circuit,114 cases,3% - Data Source:Odyssey case filing reports - NOTEIn FY20578of these",16,,"Distribution of Mental llness (MIL) Case Filings Statewide, FY20 by Judicial Circuit, State of South Dakota",,,"7th Circuit,179 cases,5% - 6th Circuit,109 cases,2% - 2nd Circuit,2,076 cases - 3rd Circuit,279 cases, 6% - 4th Circuit163 cases,4% - 5th Circuit,114 cases,3%",16,"TITLE | Distribution of Mental Illness (MIL) Case Filings Statewide, FY20 by Judicial Circuit, State of South Dakota Data Source: Odyssey case filling reports | 16 | 16 17 | 16 2nd Circuit, 2076 cases, 47% | 47 1st Circuit, 1480 cases, 34% | 14 7th Circuit, 179 cases, 5% | 7 8th Circuit, 1",,"Distribution of Mental llness (MIL) Case Filings Statewide, FY20 by Judicial Circuit, State of South Dakota  TITLE | Distribution of Mental Illness (MIL) Case Filings Statewide, FY20 by Judicial Circuit, State of South Dakota Data Source: Odyssey case filling reports | 16 | 16 17 | 16 2nd Circuit, 2076 cases, 47% | 47 1st Circuit, 1480 cases, 34% | 14 7th Circuit, 179 cases, 5% | 7 8th Circuit, 1  16     7th Circuit,179 cases,5% - 6th Circuit,109 cases,2% - 2nd Circuit,2,076 cases - 3rd Circuit,279 cases, 6% - 4th Circuit163 cases,4% - 5th Circuit,114 cases,3% 16 1st Circuit,1,480 cases, - Distribution of Mental llness (MIL) Case Filings Statewide, FY20 by Judicial Circuit, State of South Dakota - NOTEIn FY20578of these cases were Lincoln County, 5th.6th,and 7th Circuits more cases than the 3rd,4th, - 2nd Circuit,2,076 cases - 7th Circuit,179 cases,5% - 6th Circuit,109 cases,2% - by Judicial Circuit, State of South Dakota - 34% - 4th Circuit163 cases,4% - 3rd Circuit,279 cases, 6% - Total MIL Cases - Statewide,FY20:4,400 - 5th Circuit,114 cases,3% - Data Source:Odyssey case filing reports - NOTEIn FY20578of these",1620834_7_0,1536,1187,0.17277917,0.50423115,0.8254835,0.9372619,chart,0.93453467,1620834,7
,Mental Iiness (MIL) Case Filings,"Y21 - Y21 - MIL Caseload Increase,FY07 to FY21Lincoln County530% - 477 - Second Judicial Circuit, State of South Dakota - Lincoln County Mental llness MILCase Filings,FY07 to FY21 - FY15 - FY17 - PYO",15 - FY10 - FYL! - FY09 - FY14 - FY16 - FY33 - FY20 - FY12 - FY18 - FY19 - FY17 - FY15 - PYO,400 - 500 - 700 - 600 - 800 - 300 - 200 - 100 - 900,"MIL Caseload Increase,FY07 to FY21Lincoln County530% Lincoln County Mental llness MILCase Filings,FY07 to FY21 Second Judicial Circuit, State of South Dakota Data Source:Odyssey Case Filing ReportsFY21 projected on actual filings over 7 months,July 1 2020-Jan 31,2021","Second Judicial Circuit, State of South Dakota",,,477 - 15 - Y21,"TITLE | Lincoln County Mental Illness (MIL) Case Filings, FY21 Second Judicial Circuit, State of South Dakota Data Source: Odyssey Case Filing Reports, FY21 projected on actual filing over 7 months, July 12020 - Jan 31, 2021 | MIL Caseload Increase, FY07 to FY21, Lincoln County, 530% Lincoln County Mental Illness (MIL) Case Filings, FY21 Data Source: Odyssey Case Filing Reports, FY21 projected on actual filing",,"MIL Caseload Increase,FY07 to FY21Lincoln County530% Lincoln County Mental llness MILCase Filings,FY07 to FY21 Second Judicial Circuit, State of South Dakota Data Source:Odyssey Case Filing ReportsFY21 projected on actual filings over 7 months,July 1 2020-Jan 31,2021  TITLE | Lincoln County Mental Illness (MIL) Case Filings, FY21 Second Judicial Circuit, State of South Dakota Data Source: Odyssey Case Filing Reports, FY21 projected on actual filing over 7 months, July 12020 - Jan 31, 2021 | MIL Caseload Increase, FY07 to FY21, Lincoln County, 530% Lincoln County Mental Illness (MIL) Case Filings, FY21 Data Source: Odyssey Case Filing Reports, FY21 projected on actual filing  15 - FY10 - FYL! - FY09 - FY14 - FY16 - FY33 - FY20 - FY12 - FY18 - FY19 - FY17 - FY15 - PYO Mental Iiness (MIL) Case Filings 400 - 500 - 700 - 600 - 800 - 300 - 200 - 100 - 900 Second Judicial Circuit, State of South Dakota   477 - 15 - Y21 Y21 - Y21 - MIL Caseload Increase,FY07 to FY21Lincoln County530% - 477 - Second Judicial Circuit, State of South Dakota - Lincoln County Mental llness MILCase Filings,FY07 to FY21 - FY15 - FY17 - PYO",1620834_7_1,1536,1187,0.18261312,0.08406221,0.8179891,0.49975133,chart,0.787475,1620834,7
,Small Claims Case Filings,"584 - FY13 - 626 - FY16 - FY14 - FY17 - 885 - FY18 - 1006 - Second Judicial Circuit - FY20 - Small Claims Filings,LincolnCounty,FY13 to FY16 - Data Source: State Court Administration and Odyssey Computer System, retrieved 2/10/21 - Lincoln Small Claims:77% increase.FY13 to FY20 - FY15 - 692 - 1106 - -Lincoln SMC",,1000 - 600 - 800 - 400 - 1200 - 200,"Small Claims Filings,LincolnCounty,FY13 to FY16 Data Source: State Court Administration and Odyssey Computer System, retrieved 2/10/21",-Lincoln SMC,,,1073 - 17 - 1013 - FY19 - 1106 - 692 - 1006 - FY17 - FY15 - FY20 - FY18 - 885 - FY16 - 626 - FY13 - FY14 - 584,"TITLE | Santander Central | Small Claims Filings, Lincoln County, FY13 to FY16 Second Judicial Circuit | Data Source: State Court Administration and Odyssey Computer System, retrieved 2/10/21 17 | 68 13 | 61 12 | 58 11 | 63 10 | 100 9 | 101 8 | 103 7 | 100 6 | ",,"Small Claims Filings,LincolnCounty,FY13 to FY16 Data Source: State Court Administration and Odyssey Computer System, retrieved 2/10/21  TITLE | Santander Central | Small Claims Filings, Lincoln County, FY13 to FY16 Second Judicial Circuit | Data Source: State Court Administration and Odyssey Computer System, retrieved 2/10/21 17 | 68 13 | 61 12 | 58 11 | 63 10 | 100 9 | 101 8 | 103 7 | 100 6 |    Small Claims Case Filings 1000 - 600 - 800 - 400 - 1200 - 200 -Lincoln SMC   1073 - 17 - 1013 - FY19 - 1106 - 692 - 1006 - FY17 - FY15 - FY20 - FY18 - 885 - FY16 - 626 - FY13 - FY14 - 584 584 - FY13 - 626 - FY16 - FY14 - FY17 - 885 - FY18 - 1006 - Second Judicial Circuit - FY20 - Small Claims Filings,LincolnCounty,FY13 to FY16 - Data Source: State Court Administration and Odyssey Computer System, retrieved 2/10/21 - Lincoln Small Claims:77% increase.FY13 to FY20 - FY15 - 692 - 1106 - -Lincoln SMC",1620834_8_0,1536,1187,0.19460684,0.08473302,0.82469267,0.4643138,chart,0.8245244,1620834,8
Judge Surplus/Deficit According to Caseload,Judge Surplus/Deficit According to Caseload,"Judge Need by Circuit FY20,Surplus/Deficit - Judge Staffing FY20 - Unified Judicial System,State of South Dakota,Rev 8/3/20 - 1.07 - 0.83 - 6th Circuit - 7th Circuit - 5th Circuit - 4th Circuit - 0.89 - -4.42 - 1st Circuit",2nd Circuit - 3rd Circuit - 1st Circuit - 4th Circuit - 6th Circuit - 5th Circuit - 7th Circuit,0.00 - 1.00 - 1.00 - -2.00 - -4.00 - -3.00 - 2.00 - -5.00,"Judge Need by Circuit FY20,Surplus/Deficit Unified Judicial System,State of South Dakota,Rev 8/3/20",,,,1.42 - 0.44 - 19 - -0.25 - -4.42 - 0.89 - 1.07 - 0.83,"TITLE | Judge Need by Circuit FY20, Surplus/Deficit Judicied Judicial System, State of South Dakota, Rev 8/3/20 | 1.02 | 1.07 | 4.42 | 3.03 | 0.83 1st Circuit | 1.07 | 1.07 | 1.07 | 2.06 | 4.42 | 0.83 2nd Circuit | 0.42 | 0.",,"Judge Need by Circuit FY20,Surplus/Deficit Unified Judicial System,State of South Dakota,Rev 8/3/20  TITLE | Judge Need by Circuit FY20, Surplus/Deficit Judicied Judicial System, State of South Dakota, Rev 8/3/20 | 1.02 | 1.07 | 4.42 | 3.03 | 0.83 1st Circuit | 1.07 | 1.07 | 1.07 | 2.06 | 4.42 | 0.83 2nd Circuit | 0.42 | 0. Judge Surplus/Deficit According to Caseload 2nd Circuit - 3rd Circuit - 1st Circuit - 4th Circuit - 6th Circuit - 5th Circuit - 7th Circuit Judge Surplus/Deficit According to Caseload 0.00 - 1.00 - 1.00 - -2.00 - -4.00 - -3.00 - 2.00 - -5.00    1.42 - 0.44 - 19 - -0.25 - -4.42 - 0.89 - 1.07 - 0.83 Judge Need by Circuit FY20,Surplus/Deficit - Judge Staffing FY20 - Unified Judicial System,State of South Dakota,Rev 8/3/20 - 1.07 - 0.83 - 6th Circuit - 7th Circuit - 5th Circuit - 4th Circuit - 0.89 - -4.42 - 1st Circuit",1620834_9_0,1536,1187,0.19310066,0.07483727,0.8240982,0.45935315,chart,0.8998689,1620834,9
,billions,billions,2000 - 2003 - 2015 - 2006 - 2009 - 1997 - 2012 - 2018,100 - 200 - 0,billions,Nominal terms - -Realterms,,,,TITLE | É billions | Nominal terms | Real terms 1997 | 50 | 75 2000 | 61 | 87 2003 | 81 | 109 2006 | 105 | 132 2009 | 129 | 150 2012 | 140 | 155 2015 | 153 | 16,,billions  TITLE | É billions | Nominal terms | Real terms 1997 | 50 | 75 2000 | 61 | 87 2003 | 81 | 109 2006 | 105 | 132 2009 | 129 | 150 2012 | 140 | 155 2015 | 153 | 16  2000 - 2003 - 2015 - 2006 - 2009 - 1997 - 2012 - 2018 billions 100 - 200 - 0 Nominal terms - -Realterms    billions,1690009_10_0,1536,1086,0.04386454,0.19442156,0.9175865,0.48711386,chart,0.8830476,1690009,10
,,,,,,,,,,TITLE | | Frequency (MHz) Untitled | 44.3 Total | 44.3,,  TITLE | | Frequency (MHz) Untitled | 44.3 Total | 44.3         ,1690009_11_0,1536,1086,0.18308017,0.16779898,0.46253347,0.39165166,chart,0.5119743,1690009,11
,"Index,2014=100","Index,2014=100 - Source:Office for National Statistics-UK Health Accounts",2015 - 2016 - 2014 - 2018 - 2017,105 - 100 - 95 - 110,"Index,2014=100",-Medical goods - Long-term carehealth - -Curative and rehabilitative care - Preventive care,,,,"TITLE | Index, 2014=100 Source: Office for National Statistics – UK Health Accounts | Curative and rehabilitative care | Long-term care (health) | Medical goods | Preventive care 2014 | 100.1 | 101.9 | 100.1 | 100.1 2015 | 103.7 | 104.1 | 103.5 | 103.4 2016 | ",,"Index,2014=100  TITLE | Index, 2014=100 Source: Office for National Statistics – UK Health Accounts | Curative and rehabilitative care | Long-term care (health) | Medical goods | Preventive care 2014 | 100.1 | 101.9 | 100.1 | 100.1 2015 | 103.7 | 104.1 | 103.5 | 103.4 2016 |   2015 - 2016 - 2014 - 2018 - 2017 Index,2014=100 105 - 100 - 95 - 110 -Medical goods - Long-term carehealth - -Curative and rehabilitative care - Preventive care    Index,2014=100 - Source:Office for National Statistics-UK Health Accounts",1690009_12_0,1536,1086,0.048246056,0.20413257,0.9016757,0.5793285,chart,0.8121078,1690009,12
,,"Index,2014=100",2015 - 2016 - 2017 - 2018 - 2014,100 - 105 - 110 - 95,"Index,2014=100",Hospitals - -Ambulatory providers - Residential long-term care facilities - Retailers and other providers of medical goods,,,,"TITLE | Index, 2014=100 | Hospitals | Residential long-term care facilities | Ambulatory providers | Retailers and other providers of medical goods 2014 | 100 | 100 | 100 | 100 2015 | 104 | 102 | 104 | 104 2016 | 106 | 103 | 106 | 106 2017",,"Index,2014=100  TITLE | Index, 2014=100 | Hospitals | Residential long-term care facilities | Ambulatory providers | Retailers and other providers of medical goods 2014 | 100 | 100 | 100 | 100 2015 | 104 | 102 | 104 | 104 2016 | 106 | 103 | 106 | 106 2017  2015 - 2016 - 2017 - 2018 - 2014  100 - 105 - 110 - 95 Hospitals - -Ambulatory providers - Residential long-term care facilities - Retailers and other providers of medical goods    Index,2014=100",1690009_14_0,1536,1086,0.03343855,0.19390239,0.9225603,0.48062998,chart,0.80177057,1690009,14
,,,,,,,,,,TITLE | | Frequency (MHz) Untitled | 44.3 Total | 44.3,,  TITLE | | Frequency (MHz) Untitled | 44.3 Total | 44.3         ,1690009_15_0,1536,1086,0.181846,0.1523607,0.46345562,0.37991324,chart,0.5459328,1690009,15
,,"Index,2014=100",2016 - 2015 - 2017 - 2018 - 2014,110 - 100 - 120 - 90,"Index,2014=100",,,,,"TITLE | Index, 2014=100 Year | Index, 2014 | 100 | 100 2015 | 105 | 105 | 104 2016 | 108 | 108 | 106 2017 | 112 | 112 | 108 2018 | 113 | 113 | 108",,"Index,2014=100  TITLE | Index, 2014=100 Year | Index, 2014 | 100 | 100 2015 | 105 | 105 | 104 2016 | 108 | 108 | 106 2017 | 112 | 112 | 108 2018 | 113 | 113 | 108  2016 - 2015 - 2017 - 2018 - 2014  110 - 100 - 120 - 90     Index,2014=100",1690009_16_0,1536,1086,0.033730272,0.21042624,0.91665107,0.45044497,chart,0.8594824,1690009,16
,,,icing - tions - ance - iture,40 - 100 - 20 - 60 - 80 - 0,ance,,,,,"TITLE | | Race 100 Scorpion A.D. / The Fencing Master's Science Component | 31 Scorpion A.D / The World of Animation C.C.E. - Aggressive Enlargement, Solitary Equip. - Aggressive Enlargement, First and Second Equip. - Aggressive Discipline, Education | 4 Scorpion A.D / World of Animation C.C.E. - Excluding the World of Animation C.",,"ance  TITLE | | Race 100 Scorpion A.D. / The Fencing Master's Science Component | 31 Scorpion A.D / The World of Animation C.C.E. - Aggressive Enlargement, Solitary Equip. - Aggressive Enlargement, First and Second Equip. - Aggressive Discipline, Education | 4 Scorpion A.D / World of Animation C.C.E. - Excluding the World of Animation C.  icing - tions - ance - iture  40 - 100 - 20 - 60 - 80 - 0     ",1690009_18_0,1536,1086,0.24877809,0.21775633,0.91575533,0.43122858,chart,0.83658254,1690009,18
,,Percentage points - 4,2016 - 2014 - 2015 - 2018 - 2017,2 - 4,Percentage points,,,,,TITLE | Percentage points | Percentage points 2014 | 1.15 2015 | 2.70 2016 | 3.09 2017 | 1.01 2018 | 0.83,,Percentage points  TITLE | Percentage points | Percentage points 2014 | 1.15 2015 | 2.70 2016 | 3.09 2017 | 1.01 2018 | 0.83  2016 - 2014 - 2015 - 2018 - 2017  2 - 4     Percentage points - 4,1690009_20_0,1536,1086,0.032992177,0.20169756,0.9102504,0.44105223,chart,0.77350694,1690009,20
, billions,,2000 - 2006 - 2003 - 2009 - 2018 - 2012 - 2015 - 1997,100 - 200 - 300 - 0, billions,-UK Health Accounts - Expenditure on healthcare in the UK,,,,TITLE | £ billions | UK Health Accounts | Expenditure on healthcare in the UK 1997 | 99.7 | 78.7 2000 | 115.6 | 96.1 2003 | 140.7 | 118.8 2006 | 163.5 | 137.3 2009 | 182.9 | 158.9 2012 |,, billions  TITLE | £ billions | UK Health Accounts | Expenditure on healthcare in the UK 1997 | 99.7 | 78.7 2000 | 115.6 | 96.1 2003 | 140.7 | 118.8 2006 | 163.5 | 137.3 2009 | 182.9 | 158.9 2012 |  2000 - 2006 - 2003 - 2009 - 2018 - 2012 - 2015 - 1997  billions 100 - 200 - 300 - 0 -UK Health Accounts - Expenditure on healthcare in the UK    ,1690009_26_0,1536,1086,0.034098975,0.20375389,0.9251142,0.49862042,chart,0.900404,1690009,26
,billions,,2000 - 2003 - 2015 - 2012 - 2009 - 2006 - 1997 - 2018,10 - 0 - 5 - 15,billions,,,,,TITLE | £ billions | £ billions 1997 | 4.14 2000 | 3.99 2003 | 6.33 2006 | 8.16 2009 | 9.93 2012 | 5.11 2015 | 6.15 2018 | 7.56,,billions  TITLE | £ billions | £ billions 1997 | 4.14 2000 | 3.99 2003 | 6.33 2006 | 8.16 2009 | 9.93 2012 | 5.11 2015 | 6.15 2018 | 7.56  2000 - 2003 - 2015 - 2012 - 2009 - 2006 - 1997 - 2018 billions 10 - 0 - 5 - 15     ,1690009_27_0,1536,1086,0.03458928,0.19483896,0.9200859,0.43724954,chart,0.9089896,1690009,27
, billions,,2000 - 1997 - 2003 - 2009 - 2006 - 2018 - 2012 - 2015,200 - 300 - 100 - 0, billions,Nominal terms - Real terms,,,,TITLE | | Nominal terms | Real terms 1997 | 68 | 99 2000 | 82 | 112 2003 | 102 | 141 2006 | 129 | 165 2009 | 158 | 182 2012 | 174 | 194 2015 | 192 | 2,, billions  TITLE | | Nominal terms | Real terms 1997 | 68 | 99 2000 | 82 | 112 2003 | 102 | 141 2006 | 129 | 165 2009 | 158 | 182 2012 | 174 | 194 2015 | 192 | 2  2000 - 1997 - 2003 - 2009 - 2006 - 2018 - 2012 - 2015  billions 200 - 300 - 100 - 0 Nominal terms - Real terms    ,1690009_3_0,1536,1086,0.045704912,0.35418177,0.9008886,0.73137265,chart,0.90998334,1690009,3
